Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,28.9,24.4,33.6,24.4 - 33.6
Symptoms of Depressive Disorder,By State,California,California,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,28.7,25.3,32.4,25.3 - 32.4
Symptoms of Depressive Disorder,By State,Colorado,Colorado,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,23.7,19.9,27.8,19.9 - 27.8
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,20.2,16.5,24.3,16.5 - 24.3
Symptoms of Depressive Disorder,By State,Delaware,Delaware,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,21.8,17.9,26.2,17.9 - 26.2
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,25.9,18.9,33.9,18.9 - 33.9
Symptoms of Depressive Disorder,By State,Florida,Florida,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,24.3,21.1,27.7,21.1 - 27.7
Symptoms of Depressive Disorder,By State,Georgia,Georgia,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,24.8,20.7,29.2,20.7 - 29.2
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,21.3,16.5,26.8,16.5 - 26.8
Symptoms of Depressive Disorder,By State,Idaho,Idaho,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,18.1,14.1,22.8,14.1 - 22.8
Symptoms of Depressive Disorder,By State,Illinois,Illinois,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,24.3,20.4,28.5,20.4 - 28.5
Symptoms of Depressive Disorder,By State,Indiana,Indiana,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,24.5,20.2,29.2,20.2 - 29.2
Symptoms of Depressive Disorder,By State,Iowa,Iowa,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,18.6,14.1,23.9,14.1 - 23.9
Symptoms of Depressive Disorder,By State,Kansas,Kansas,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,21.2,17.9,24.8,17.9 - 24.8
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,22.8,18.8,27.1,18.8 - 27.1
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,26.5,21.3,32.1,21.3 - 32.1
Symptoms of Depressive Disorder,By State,Maine,Maine,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,25.6,20.3,31.4,20.3 - 31.4
Symptoms of Depressive Disorder,By State,Maryland,Maryland,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,20.8,17.9,24,17.9 - 24.0
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,22.8,20.4,25.4,20.4 - 25.4
Symptoms of Depressive Disorder,By State,Michigan,Michigan,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,27.9,23.8,32.2,23.8 - 32.2
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,20,16.5,23.9,16.5 - 23.9
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,36.4,30.8,42.4,30.8 - 42.4
Symptoms of Depressive Disorder,By State,Missouri,Missouri,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,24.3,19.1,30,19.1 - 30.0
Symptoms of Depressive Disorder,By State,Montana,Montana,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,21.1,16.3,26.6,16.3 - 26.6
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,20.4,16.2,25.2,16.2 - 25.2
Symptoms of Depressive Disorder,By State,Nevada,Nevada,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,26.9,22.6,31.6,22.6 - 31.6
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,20.3,16.8,24.2,16.8 - 24.2
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,26.9,22.5,31.6,22.5 - 31.6
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,28.4,23.9,33.3,23.9 - 33.3
Symptoms of Depressive Disorder,By State,New York,New York,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,23.8,20,28,20.0 - 28.0
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,22.6,17.3,28.7,17.3 - 28.7
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,22.5,16.9,29,16.9 - 29.0
Symptoms of Depressive Disorder,By State,Ohio,Ohio,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,27,21.8,32.7,21.8 - 32.7
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,25.7,20.2,31.7,20.2 - 31.7
Symptoms of Depressive Disorder,By State,Oregon,Oregon,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,22.7,19.4,26.4,19.4 - 26.4
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,19.8,16.1,24,16.1 - 24.0
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,18.8,14.3,24,14.3 - 24.0
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,25.3,21.3,29.7,21.3 - 29.7
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,22.7,16.7,29.7,16.7 - 29.7
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,25.6,21.6,29.9,21.6 - 29.9
Symptoms of Depressive Disorder,By State,Texas,Texas,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,24.9,21.8,28.1,21.8 - 28.1
Symptoms of Depressive Disorder,By State,Utah,Utah,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,21.2,17.8,24.9,17.8 - 24.9
Symptoms of Depressive Disorder,By State,Vermont,Vermont,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,19,15.4,23.1,15.4 - 23.1
Symptoms of Depressive Disorder,By State,Virginia,Virginia,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,25.4,21.7,29.4,21.7 - 29.4
Symptoms of Depressive Disorder,By State,Washington,Washington,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,23.2,20.2,26.5,20.2 - 26.5
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,27,20.9,33.9,20.9 - 33.9
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,20.3,16.3,24.7,16.3 - 24.7
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,1,3,"May 14 - May 19, 2020",5/14/2020,5/19/2020,20.7,15.1,27.2,15.1 - 27.2
Symptoms of Depressive Disorder,National Estimate,United States,United States,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,24.9,24.1,25.7,24.1 - 25.7
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,36.7,34,39.4,34.0 - 39.4
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,27.4,25.9,28.9,25.9 - 28.9
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,24.2,22.8,25.7,22.8 - 25.7
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,24.6,23,26.2,23.0 - 26.2
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,19.8,18.5,21.2,18.5 - 21.2
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,13.3,11.2,15.6,11.2 - 15.6
Symptoms of Depressive Disorder,By Age,United States,80 years and above,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,17.1,11.1,24.7,11.1 - 24.7
Symptoms of Depressive Disorder,By Sex,United States,Male,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,22.7,21.5,24,21.5 - 24.0
Symptoms of Depressive Disorder,By Sex,United States,Female,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,26.9,25.8,28,25.8 - 28.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,31.4,28.4,34.4,28.4 - 34.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,23.3,22.4,24.2,22.4 - 24.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,24.8,22.6,27,22.6 - 27.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,19.5,17,22.2,17.0 - 22.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,32.2,28.3,36.3,28.3 - 36.3
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,38.7,34,43.5,34.0 - 43.5
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,26.6,25.1,28.1,25.1 - 28.1
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,27.6,26.4,28.8,26.4 - 28.8
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,17.3,16.5,18.2,16.5 - 18.2
Symptoms of Depressive Disorder,By State,Alabama,Alabama,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,20.9,16.4,26.1,16.4 - 26.1
Symptoms of Depressive Disorder,By State,Alaska,Alaska,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,26.8,22.6,31.3,22.6 - 31.3
Symptoms of Depressive Disorder,By State,Arizona,Arizona,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,25.1,21.2,29.3,21.2 - 29.3
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,23.8,19.6,28.4,19.6 - 28.4
Symptoms of Depressive Disorder,By State,California,California,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,26.9,23.5,30.5,23.5 - 30.5
Symptoms of Depressive Disorder,By State,Colorado,Colorado,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,25.5,21.8,29.5,21.8 - 29.5
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,21,16.7,25.9,16.7 - 25.9
Symptoms of Depressive Disorder,By State,Delaware,Delaware,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,22.7,18.3,27.6,18.3 - 27.6
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,20.9,15.6,27,15.6 - 27.0
Symptoms of Depressive Disorder,By State,Florida,Florida,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,28.6,25.8,31.6,25.8 - 31.6
Symptoms of Depressive Disorder,By State,Georgia,Georgia,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,27.7,24.2,31.4,24.2 - 31.4
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,18.5,14,23.7,14.0 - 23.7
Symptoms of Depressive Disorder,By State,Idaho,Idaho,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,18.9,14.6,23.8,14.6 - 23.8
Symptoms of Depressive Disorder,By State,Illinois,Illinois,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,24.2,20.5,28.3,20.5 - 28.3
Symptoms of Depressive Disorder,By State,Indiana,Indiana,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,24.8,21.5,28.4,21.5 - 28.4
Symptoms of Depressive Disorder,By State,Iowa,Iowa,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,17.6,13.7,22.1,13.7 - 22.1
Symptoms of Depressive Disorder,By State,Kansas,Kansas,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,25.2,20.9,29.8,20.9 - 29.8
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,23.2,19.1,27.8,19.1 - 27.8
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,31.1,25.5,37.2,25.5 - 37.2
Symptoms of Depressive Disorder,By State,Maine,Maine,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,18.5,14.9,22.6,14.9 - 22.6
Symptoms of Depressive Disorder,By State,Maryland,Maryland,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,22.9,19.7,26.5,19.7 - 26.5
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,20.3,16.9,24,16.9 - 24.0
Symptoms of Depressive Disorder,By State,Michigan,Michigan,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,25.1,21.4,29.1,21.4 - 29.1
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,17.7,14.1,21.8,14.1 - 21.8
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,27.7,24,31.6,24.0 - 31.6
Symptoms of Depressive Disorder,By State,Missouri,Missouri,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,24.3,19.6,29.5,19.6 - 29.5
Symptoms of Depressive Disorder,By State,Montana,Montana,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,22.2,18.4,26.5,18.4 - 26.5
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,17.2,13.9,20.8,13.9 - 20.8
Symptoms of Depressive Disorder,By State,Nevada,Nevada,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,27.1,24.2,30.2,24.2 - 30.2
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,22.2,18.4,26.3,18.4 - 26.3
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,22.9,19.4,26.6,19.4 - 26.6
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,28.7,24.2,33.5,24.2 - 33.5
Symptoms of Depressive Disorder,By State,New York,New York,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,23.7,20,27.8,20.0 - 27.8
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,22.1,18.5,26.1,18.5 - 26.1
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,19.8,14.8,25.7,14.8 - 25.7
Symptoms of Depressive Disorder,By State,Ohio,Ohio,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,27.4,23.5,31.6,23.5 - 31.6
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,27.5,24.3,30.9,24.3 - 30.9
Symptoms of Depressive Disorder,By State,Oregon,Oregon,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,24.2,21,27.6,21.0 - 27.6
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,25.9,22.4,29.6,22.4 - 29.6
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,21.4,17.1,26.4,17.1 - 26.4
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,21.7,17.3,26.6,17.3 - 26.6
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,25.8,21,31.1,21.0 - 31.1
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,22.5,19.1,26.1,19.1 - 26.1
Symptoms of Depressive Disorder,By State,Texas,Texas,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,28.8,25.1,32.8,25.1 - 32.8
Symptoms of Depressive Disorder,By State,Utah,Utah,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,24.9,20.6,29.5,20.6 - 29.5
Symptoms of Depressive Disorder,By State,Vermont,Vermont,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,19.4,14.8,24.7,14.8 - 24.7
Symptoms of Depressive Disorder,By State,Virginia,Virginia,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,22.3,19.4,25.5,19.4 - 25.5
Symptoms of Depressive Disorder,By State,Washington,Washington,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,22.2,19.2,25.5,19.2 - 25.5
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,22,17.4,27.2,17.4 - 27.2
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,20.8,16.5,25.6,16.5 - 25.6
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,1,4,"May 21 - May 26, 2020",5/21/2020,5/26/2020,18.8,14.5,23.7,14.5 - 23.7
Symptoms of Depressive Disorder,National Estimate,United States,United States,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,25.3,24.7,25.8,24.7 - 25.8
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,36.8,34.8,38.8,34.8 - 38.8
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,27.9,26.6,29.2,26.6 - 29.2
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,25.7,24.2,27.3,24.2 - 27.3
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,25.1,23.4,26.8,23.4 - 26.8
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,18,16.7,19.3,16.7 - 19.3
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,15.5,13.5,17.6,13.5 - 17.6
Symptoms of Depressive Disorder,By Age,United States,80 years and above,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,14.9,10.7,20,10.7 - 20.0
Symptoms of Depressive Disorder,By Sex,United States,Male,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,23,22,23.9,22.0 - 23.9
Symptoms of Depressive Disorder,By Sex,United States,Female,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,27.4,26.6,28.2,26.6 - 28.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,26.3,24.6,28.1,24.6 - 28.1
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,23.7,22.9,24.4,22.9 - 24.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,29.9,27.7,32.2,27.7 - 32.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,22,19.5,24.7,19.5 - 24.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,37.6,33.3,42,33.3 - 42.0
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,31.9,28.6,35.4,28.6 - 35.4
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,27.8,26.3,29.5,26.3 - 29.5
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,27.8,26.7,29,26.7 - 29.0
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,18.6,17.7,19.6,17.7 - 19.6
Symptoms of Depressive Disorder,By State,Alabama,Alabama,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,28.4,23.6,33.5,23.6 - 33.5
Symptoms of Depressive Disorder,By State,Alaska,Alaska,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,24.4,20.1,29.2,20.1 - 29.2
Symptoms of Depressive Disorder,By State,Arizona,Arizona,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,23.9,20.4,27.6,20.4 - 27.6
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,28.9,24.9,33.1,24.9 - 33.1
Symptoms of Depressive Disorder,By State,California,California,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,26.9,24.6,29.4,24.6 - 29.4
Symptoms of Depressive Disorder,By State,Colorado,Colorado,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,23.9,20,28,20.0 - 28.0
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,25.4,21.7,29.4,21.7 - 29.4
Symptoms of Depressive Disorder,By State,Delaware,Delaware,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,20.7,16.4,25.6,16.4 - 25.6
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,21.3,17.2,25.9,17.2 - 25.9
Symptoms of Depressive Disorder,By State,Florida,Florida,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,29.6,26.9,32.3,26.9 - 32.3
Symptoms of Depressive Disorder,By State,Georgia,Georgia,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,24.5,21.3,28.1,21.3 - 28.1
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,17,13.6,20.9,13.6 - 20.9
Symptoms of Depressive Disorder,By State,Idaho,Idaho,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,23.8,19.2,28.8,19.2 - 28.8
Symptoms of Depressive Disorder,By State,Illinois,Illinois,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,26.9,23.7,30.3,23.7 - 30.3
Symptoms of Depressive Disorder,By State,Indiana,Indiana,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,25.6,22.2,29.3,22.2 - 29.3
Symptoms of Depressive Disorder,By State,Iowa,Iowa,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,22.6,19.5,25.9,19.5 - 25.9
Symptoms of Depressive Disorder,By State,Kansas,Kansas,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,23.1,19.7,26.8,19.7 - 26.8
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,28.5,24.3,32.9,24.3 - 32.9
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,1,5,"May 28 - June 2, 2020",5/28/2020,6/2/2020,26.8,22.6,31.3,22.6 - 31.3
